Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
49208239,Hag: Forgotten Folktales Retold,Daisy Johnson,"Johnson, Daisy","Kirsty Logan, Emma Glass, Eimear McBride, Natasha Carthew, Mahsuda Snaith, Naomi Booth, Liv Little, Imogen Hermes Gowar, Irenosen Okojie","=""0349013594""","=""9780349013596""",0,3.79,Virago,Hardcover,292,2021,2019,,2020/08/08,"to-read, short-stories-multiple-authors, fairy-tales, retellings, fantasy, wishlist","to-read (#174), short-stories-multiple-authors (#46), fairy-tales (#26), retellings (#29), fantasy (#291), wishlist (#24)",to-read,,,,0,0
429983,The Language of the Night: Essays on Fantasy and Science Fiction,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0060168358""","=""9780060168353""",0,4.24,HarperCollins Publishers,Paperback,250,1992,1979,,2020/04/30,"to-read, essays, non-fiction, wishlist","to-read (#138), essays (#22), non-fiction (#67), wishlist (#23)",to-read,,,,0,0
22334415,"Disability, Deformity, and Disease in the Grimms' Fairy Tales (Series in Fairy-Tale Studies)",Ann Schmiesing,"Schmiesing, Ann",,"=""0814338410""","=""9780814338414""",0,4.25,Wayne State University Press,Paperback,240,2014,2014,,2020/12/15,"to-read, disability, non-fiction, wishlist","to-read (#248), disability (#13), non-fiction (#65), wishlist (#22)",to-read,,,,0,0
50860048,"Women Make Horror: Filmmaking, Feminism, Genre",Alison Peirse,"Peirse, Alison","Alicia Kozma, Alexandra Heller-Nicholas, Martha Shearer, Katia Houde, Tosha R. Taylor, Dahlia Schweitzer, Laura Mee, Katarzyna Paszkiewicz, Maddison McGillvray, Molly Kim, Donna McRae, Erin Harrington, Lindsey Decker, Valeria Villegas Lindvall, Janice Loreck, Amy C. Chambers, Sonia Lupher","=""197880511X""","=""9781978805118""",0,4.17,Rutgers University Press,Paperback,270,2020,2020,,2020/10/31,"to-read, feminism, music-arts, non-fiction, wishlist","to-read (#229), feminism (#63), music-arts (#6), non-fiction (#103), wishlist (#21)",to-read,,,,0,0
17573647,"Shady Characters: The Secret Life of Punctuation, Symbols & Other Typographical Marks",Keith Houston,"Houston, Keith",,"=""0393064425""","=""9780393064421""",0,3.95,W. W. Norton & Company,Hardcover,352,2013,2013,,2019/09/25,"non-fiction, dnf-because-no","non-fiction (#149), dnf-because-no (#30)",dnf-because-no,,,,0,0
33670466,Paperbacks from Hell: The Twisted History of '70s and '80s Horror Fiction,Grady Hendrix,"Hendrix, Grady",Will Errickson,"=""1594749817""","=""9781594749810""",0,4.29,Quirk Books Inc.,Paperback,254,2017,2017,,2019/06/09,"non-fiction, dnf-because-no","non-fiction (#145), dnf-because-no (#29)",dnf-because-no,,,,0,0
403846,"Caliban and the Witch: Women, the Body and Primitive Accumulation",Silvia Federici,"Federici, Silvia",,"=""1570270597""","=""9781570270598""",0,4.55,Autonomedia,Paperback,288,2004,2004,,2017/08/18,"feminism, to-read, history, politics, non-fiction, wishlist","feminism (#18), to-read (#115), history (#9), politics (#19), non-fiction (#127), wishlist (#20)",to-read,,,,0,0
2459859,The Magic Garden Of George B. And Other Logic Puzzles,Raymond M. Smullyan,"Smullyan, Raymond M.",,"=""8876990666""","=""9788876990663""",0,4.06,Polimetrica,Paperback,182,2007,2015,,2017/08/17,"to-read, maths, non-fiction, puzzles, wishlist","to-read (#19), maths (#25), non-fiction (#204), puzzles (#10), wishlist (#19)",to-read,,,,0,0
485112,Set Theory And The Continuum Problem,Raymond M. Smullyan,"Smullyan, Raymond M.",Melvin Fitting,"=""0198523955""","=""9780198523956""",0,4,"Oxford University Press, USA",Hardcover,288,1996,1996,,2017/08/17,"to-read, maths, non-fiction, wishlist","to-read (#17), maths (#24), non-fiction (#203), wishlist (#18)",to-read,,,,0,0
6450509,King Arthur in Search of His Dog and Other Curious Puzzles (Dover Puzzle Books: Math Puzzles),Raymond M. Smullyan,"Smullyan, Raymond M.",,"=""0486474356""","=""9780486474359""",0,3.94,Dover Publications,Paperback,149,2010,2010,,2017/08/17,"to-read, maths, non-fiction, puzzles, wishlist","to-read (#16), maths (#23), non-fiction (#202), puzzles (#2), wishlist (#17)",to-read,,,,0,0
6073004,Logical Labyrinths,Raymond M. Smullyan,"Smullyan, Raymond M.",,"=""1568814437""","=""9781568814438""",0,4.48,A K Peters/CRC Press,Hardcover,275,2008,2008,,2017/08/17,"to-read, maths, non-fiction, wishlist","to-read (#15), maths (#22), non-fiction (#201), wishlist (#16)",to-read,,,,0,0
351266,Godel's Incompleteness Theorems,Raymond M. Smullyan,"Smullyan, Raymond M.",,"=""0195046722""","=""9780195046724""",0,4.31,"Oxford University Press, USA",Hardcover,160,1992,1992,,2017/08/17,"to-read, maths, non-fiction, wishlist","to-read (#14), maths (#21), non-fiction (#200), wishlist (#15)",to-read,,,,0,0
493580,First-Order Logic (Dover Books on Mathematics),Raymond M. Smullyan,"Smullyan, Raymond M.",,"=""0486683702""","=""9780486683706""",0,4.09,Dover Publications,Paperback,158,1995,1968,,2017/08/17,"to-read, maths, non-fiction, wishlist","to-read (#13), maths (#17), non-fiction (#196), wishlist (#14)",to-read,,,,0,0
763519,Alice in Puzzle-Land,Raymond M. Smullyan,"Smullyan, Raymond M.",,"=""0140070567""","=""9780140070569""",0,4.24,Penguin Books,Paperback,192,1984,1982,,2017/08/17,"to-read, maths, non-fiction, puzzles, wishlist","to-read (#11), maths (#14), non-fiction (#193), puzzles (#6), wishlist (#13)",to-read,,,,0,0
35969834,"If You See Me, Don't Say Hi",Neel Patel,"Patel, Neel",,"=""1250183197""","=""9781250183194""",0,3.79,Flatiron Books,Hardcover,224,2018,2018,,2023/01/12,"to-read, short-stories-single-author, general-fiction","to-read (#403), short-stories-single-author (#99), general-fiction (#58)",to-read,,,,0,0
23717754,Black Tea and Other Tales,Samuel Marolla,"Marolla, Samuel",,"=""8899216002""","=""9788899216009""",2,3.48,Smashwords Edition,ebook,59,2014,2013,2021/08/11,2021/07/20,"horror, in-translation","horror (#81), in-translation (#99)",read,,,,1,0
56179364,Hex,Thomas Olde Heuvelt,"Heuvelt, Thomas Olde",,"=""1250780934""","=""9781250780935""",0,3.73,Tor Nightfire,Paperback,384,2021,2013,,2022/10/26,"to-read, horror, in-translation","to-read (#380), horror (#269), in-translation (#98)",to-read,,,,0,0
19167960,"Interlude with Tattoos (A Charm of Magpies, #1.5)",K.J. Charles,"Charles, K.J.",,"=""""","=""9781310371806""",4,4.15,Smashwords Edition,ebook,14,2013,2013,,2023/01/12,"short-stories-novelettes, romance, queer, fantasy","short-stories-novelettes (#63), romance (#43), queer (#120), fantasy (#288)",read,,,,1,0
34715150,"The Magpie Lord (A Charm of Magpies, #1)",K.J. Charles,"Charles, K.J.",,"=""""","=""9780995799028""",2,4.05,KJC Books,ebook,204,2017,2013,2023/01/12,2021/03/11,"romance, fantasy, queer","romance (#21), fantasy (#171), queer (#24)",read,,,,1,0
480204,The Phantom of the Opera,Gaston Leroux,"Leroux, Gaston",,"=""0060809248""","=""9780060809249""",2,3.96,Harper Perennial,Mass Market Paperback,360,1987,1909,2018/09/30,2018/09/14,"horror, in-translation","horror (#86), in-translation (#94)",read,"I have concluded that the main (if not the only) reason I used to love <i> The Phantom of the Opera </i> so much (and still do, to some extent) is Andrew Lloyd Webber.",,,1,0
38379,"Ring (Ring, #1)",Kōji Suzuki,"Suzuki, Kōji",Glynne Walley,"=""1932234411""","=""9781932234411""",1,3.81,Vertical,Paperback,283,2004,1991,2019/02/27,2018/10/06,"horror, in-translation","horror (#91), in-translation (#93)",read,,,,1,0
39872813,Mouthful of Birds,Samanta Schweblin,"Schweblin, Samanta",Megan McDowell,"=""0399184627""","=""9780399184628""",3,3.75,Riverhead Books,Hardcover,240,2019,2009,2020/02/07,2019/02/10,"short-stories-single-author, horror, in-translation","short-stories-single-author (#41), horror (#44), in-translation (#92)",read,,,,1,0
21535269,"There Once Lived a Mother Who Loved Her Children, Until They Moved Back In: Three Novellas About Family",Ludmilla Petrushevskaya,"Petrushevskaya, Ludmilla",Anna Summers,"=""0143121669""","=""9780143121664""",0,3.63,Penguin Books,Paperback,181,2014,2002,,2020/03/01,"to-read, short-stories-single-author, fairy-tales, horror, in-translation","to-read (#125), short-stories-single-author (#66), fairy-tales (#22), horror (#203), in-translation (#91)",to-read,,,,0,0
6490566,There Once Lived a Woman Who Tried to Kill Her Neighbor's Baby: Scary Fairy Tales,Ludmilla Petrushevskaya,"Petrushevskaya, Ludmilla","Keith Gessen, Anna Summers","=""0143114662""","=""9780143114666""",4,3.62,Penguin Books Ltd,Paperback,206,2009,2009,2020/03/07,2020/03/01,"short-stories-single-author, fairy-tales, horror, in-translation","short-stories-single-author (#67), fairy-tales (#21), horror (#204), in-translation (#90)",read,,,,1,0
17934646,I Remember You: A Ghost Story,Yrsa Sigurdardottir,"Sigurdardottir, Yrsa",Philip Roughton,"=""1250045622""","=""9781250045621""",1,3.85,Minotaur Books,Paperback,370,2014,2010,2019/08/04,2019/07/27,"ghosts-and-hauntings, horror, in-translation","ghosts-and-hauntings (#29), horror (#135), in-translation (#89)",read,,,,1,0
30375706,Things We Lost in the Fire,Mariana Enríquez,"Enríquez, Mariana",,"=""045149511X""","=""9780451495112""",4,4.07,Hogarth,Hardcover,192,2017,2016,2021/08/07,2020/07/15,"short-stories-single-author, horror, in-translation","short-stories-single-author (#76), horror (#208), in-translation (#88)",read,,,,1,0
18071750,Seven Terrors,Selvedin Avdić,"Avdić, Selvedin",Coral Petkovich,"=""1908236094""","=""9781908236098""",0,3.51,Istros Books,Paperback,149,2012,2009,,2020/10/31,"novella, dnf-because-no, fantasy, horror, in-translation","novella (#62), dnf-because-no (#3), fantasy (#73), horror (#80), in-translation (#85)",dnf-because-no,,,,0,0
61179076,Our Share of Night,Mariana Enríquez,"Enríquez, Mariana",Megan McDowell,"=""1783786736""","=""9781783786732""",0,4.4,Granta Books,Hardcover,736,2022,2019,,2022/10/19,"to-read, horror, queer, in-translation","to-read (#376), horror (#262), queer (#112), in-translation (#81)",to-read,,,,0,0
457264,The Second Sex,Simone de Beauvoir,"Beauvoir, Simone de","H.M. Parshley, Deirdre Bair","=""0679724516""","=""9780679724513""",4,4.16,Vintage,Paperback,746,1989,1949,2020/04/03,2017/08/17,"feminism, gender-and-sexuality, non-fiction, in-translation","feminism (#53), gender-and-sexuality (#5), non-fiction (#1), in-translation (#80)",read,,,,1,0
6717382,Οι φονικές ταυτότητες,Amin Maalouf,"Maalouf, Amin",Θεόφιλος Ξ. Τραμπούλης,"=""960410120X""","=""""",3,3.9,Ωκεανίδα,,214,1999,1998,,2017/08/18,"politics, essays, non-fiction, in-translation","politics (#20), essays (#11), non-fiction (#85), in-translation (#79)",read,,,,1,0
13001685,Γράμματα σ' ένα νέο ποιητή,Rainer Maria Rilke,"Rilke, Rainer Maria","Ράινερ Μαρία Ρίλκε, Μάριος Πλωρίτης, Franz Xaver Kappus","=""""","=""9789607233301""",4,4.3,Ίκαρος,Paperback,110,2010,1929,,2019/06/09,"poetry, non-fiction, in-translation","poetry (#14), non-fiction (#146), in-translation (#78)",read,,,,1,0
26369643,The Book of Imaginary Beings,Jorge Luis Borges,"Borges, Jorge Luis",Norman Thomas di Giovanni,"=""""","=""""",3,4.07,Vintage,Paperback,172,2002,1957,,2020/02/16,"fantasy, non-fiction, in-translation","fantasy (#60), non-fiction (#151), in-translation (#77)",read,,,,1,0
36321848,Fruit Of Knowledge: The Vulva vs. The Patriarchy,Liv Strömquist,"Strömquist, Liv",Melissa Bowers,"=""1683961102""","=""9781683961109""",5,4.5,Fantagraphics,Paperback,144,2018,2014,2020/06/15,2020/05/16,"feminism, sequential-art, non-fiction, in-translation","feminism (#31), sequential-art (#29), non-fiction (#125), in-translation (#76)",read,,,,1,0
197739,How to Read Donald Duck: Imperialist Ideology in the Disney Comic,Ariel Dorfman,"Dorfman, Ariel",Armand Mattelart,"=""0884770230""","=""9780884770237""",0,3.83,Intl General,Paperback,120,1984,1971,,2021/08/09,"politics, dnf-but-maybe-someday, non-fiction, in-translation","politics (#53), dnf-but-maybe-someday (#13), non-fiction (#228), in-translation (#75)",dnf-but-maybe-someday,,,,0,0
119073,The Name of the Rose,Umberto Eco,"Eco, Umberto",William Weaver,"=""0156001314""","=""9780156001311""",0,4.13,Harvest Books,Paperback,536,1994,1980,,2017/08/17,"to-read, mystery, in-translation","to-read (#5), mystery (#115), in-translation (#74)",to-read,,,,0,0
5060378,"The Girl Who Played with Fire (Millennium, #2)",Stieg Larsson,"Larsson, Stieg",Reg Keeland,"=""0307269981""","=""9780307269980""",4,4.25,Alfred A. Knopf,Hardcover,503,2009,2006,,2017/08/17,"thriller, mystery, in-translation","thriller (#3), mystery (#215), in-translation (#73)",read,,,,1,0
6892870,"The Girl Who Kicked the Hornet's Nest (Millennium, #3)",Stieg Larsson,"Larsson, Stieg",Reg Keeland,"=""030726999X""","=""9780307269997""",4,4.23,Knopf,Hardcover,566,2010,2007,,2017/08/17,"thriller, mystery, in-translation","thriller (#4), mystery (#216), in-translation (#72)",read,,,,1,0
19101283,The Son,Jo Nesbø,"Nesbø, Jo",Charlotte Barslund,"=""0385351372""","=""9780385351379""",3,4.08,Knopf,Hardcover,407,2014,2014,2017/10/23,2017/08/17,"thriller, mystery, in-translation","thriller (#9), mystery (#187), in-translation (#71)",read,,,,1,0
17841,Foucault's Pendulum,Umberto Eco,"Eco, Umberto",William Weaver,"=""015603297X""","=""9780156032971""",0,3.91,Mariner Books,Paperback,623,2007,1988,,2017/08/18,"to-read, mystery, in-translation","to-read (#2), mystery (#116), in-translation (#70)",to-read,,,,0,0
10314376,The Prague Cemetery,Umberto Eco,"Eco, Umberto",Richard Dixon,"=""0547577532""","=""9780547577531""",0,3.48,Houghton Mifflin Harcourt,Hardcover,445,2011,2010,,2017/08/18,"to-read, mystery, in-translation","to-read (#21), mystery (#117), in-translation (#69)",to-read,,,,0,0
9968032,"Το μαύρο Αλγέρι (Paco Martinez, #1)",Maurice Attia,"Attia, Maurice","Μαρία Μηλολιδάκη, Άννα Μαραγκάκη","=""9604352156""","=""9789604352159""",3,4.14,Πόλις,Paperback,400,2008,2006,,2017/08/18,"mystery, in-translation","mystery (#108), in-translation (#68)",read,,,,1,0
9968066,"Η κόκκινη Μασσαλία (Paco Martinez, #2)",Maurice Attia,"Attia, Maurice",Ρίτα Κολαΐτη,"=""960435230X""","=""9789604352302""",3,4.17,Πόλις,Paperback,548,2009,2007,,2017/08/18,"mystery, in-translation","mystery (#78), in-translation (#67)",read,,,,1,0
9968167,"Παρίσι μπλουζ (Paco Martinez, #3)",Maurice Attia,"Attia, Maurice",Ρίτα Κολαΐτη,"=""9604352709""","=""9789604352708""",4,3.91,Πόλις,Paperback,536,2010,2009,,2017/08/18,"mystery, in-translation","mystery (#79), in-translation (#66)",read,,,,1,0
8739877,Ο πίνακας της Φλάνδρας,Arturo Pérez-Reverte,"Pérez-Reverte, Arturo",Βερίνα Χωρεάνθη,"=""9601603778""","=""9789601603773""",4,3.79,Πατάκης,Paperback,488,2009,1990,,2017/08/18,"inaccurate-youthful-ratings, mystery, in-translation","inaccurate-youthful-ratings (#19), mystery (#118), in-translation (#65)",read,,,,1,0
11030,The Nautical Chart,Arturo Pérez-Reverte,"Pérez-Reverte, Arturo",Margaret Sayers Peden,"=""0156029820""","=""9780156029827""",4,3.56,HarperVia,Paperback,480,2004,2000,,2017/08/18,"inaccurate-youthful-ratings, mystery, in-translation","inaccurate-youthful-ratings (#34), mystery (#119), in-translation (#64)",read,,,,1,0
54072,The Fencing Master,Arturo Pérez-Reverte,"Pérez-Reverte, Arturo",Margaret Jull Costa,"=""0156029839""","=""9780156029834""",4,3.78,Mariner Books,Paperback,244,2004,1988,,2017/08/18,"inaccurate-youthful-ratings, mystery, in-translation","inaccurate-youthful-ratings (#33), mystery (#120), in-translation (#63)",read,,,,1,0
7194,The Club Dumas,Arturo Pérez-Reverte,"Pérez-Reverte, Arturo",,"=""""","=""9780156032834""",3,3.81,HarperVia,Paperback,362,2006,1993,2018/03/05,2017/08/18,"mystery, in-translation","mystery (#121), in-translation (#62)",read,,,,1,0
11033,The Seville Communion,Arturo Pérez-Reverte,"Pérez-Reverte, Arturo",Sonia Soto,"=""0156029812""","=""9780156029810""",0,3.69,"Harcourt, Inc.",Paperback,375,1999,1995,,2017/08/18,"to-read, mystery, in-translation","to-read (#1), mystery (#122), in-translation (#61)",to-read,,,,0,0
31929096,Διπλό παιχνίδι,Yair Lapid,"Lapid, Yair",Στέργια Κάββαλου,"=""""","=""9789604352562""",4,4.11,Πόλις,Paperback,280,2009,2007,,2017/08/18,"mystery, in-translation","mystery (#81), in-translation (#60)",read,,,,1,0
18071511,Το έκτο αίνιγμα,Yair Lapid,"Lapid, Yair",,"=""""","=""9789604353873""",4,3.8,Πόλις,Paperback,322,2013,2001,,2017/08/18,"mystery, in-translation","mystery (#80), in-translation (#59)",read,,,,1,0
1232,"The Shadow of the Wind (The Cemetery of Forgotten Books, #1)",Carlos Ruiz Zafón,"Zafón, Carlos Ruiz",Lucia Graves,"=""""","=""""",0,4.29,Penguin Books,Paperback,487,2005,2001,,2017/08/18,"to-read, mystery, in-translation","to-read (#26), mystery (#124), in-translation (#58)",to-read,,,,0,0
6489636,The Library of Shadows,Mikkel Birkegaard,"Birkegaard, Mikkel","Tiina Nunnally, Katriina Huttunen","=""0552775029""","=""9780552775021""",3,3.39,Black Swan,Paperback,430,2009,2009,,2018/03/08,"thriller, inaccurate-youthful-ratings, mystery, in-translation","thriller (#16), inaccurate-youthful-ratings (#66), mystery (#194), in-translation (#57)",read,,,,1,0
10943542,"Τo τσεκούρι, το κότο και το χρυσάνθεμο",Seishi Yokomizo,"Yokomizo, Seishi","Σέισι Γιοκομίζο, Μαρία Αγγελίδου","=""""","=""""",4,3.85,Άγρα,,385,1991,1972,,2018/06/02,"inaccurate-youthful-ratings, mystery, in-translation","inaccurate-youthful-ratings (#27), mystery (#94), in-translation (#56)",read,,,,1,0
25365,Out,Natsuo Kirino,"Kirino, Natsuo",,"=""1400078377""","=""9781400078370""",0,3.95,Vintage,Paperback,400,2005,1997,,2018/07/23,"to-read, thriller, mystery, in-translation","to-read (#42), thriller (#22), mystery (#202), in-translation (#55)",to-read,,,,0,0
17181489,My First Murder (Maria Kallio #1),Leena Lehtolainen,"Lehtolainen, Leena",Owen F. Witesman,"=""""","=""""",2,3.35,AmazonCrossing,Kindle Edition,257,2012,1993,2019/04/03,2019/01/24,"finnish, mystery, in-translation","finnish (#5), mystery (#103), in-translation (#54)",read,,,,1,0
48639995,Mrs. Mohr Goes Missing (Zofia Turbotynska Mystery #1),Maryla Szymiczkowa,"Szymiczkowa, Maryla",Antonia Lloyd-Jones,"=""""","=""""",0,3.5,HarperVia,Kindle Edition,370,2020,2015,,2020/04/01,"to-read, mystery, in-translation","to-read (#132), mystery (#129), in-translation (#53)",to-read,,,,0,0
52706058,"The Honjin Murders (Detective Kosuke Kindaichi, #1)",Seishi Yokomizo,"Yokomizo, Seishi",Louise Heal Kawai,"=""1782275002""","=""9781782275008""",0,3.67,Pushkin Vertigo,Paperback,189,2019,1946,,2020/11/20,"to-read, mystery, in-translation","to-read (#237), mystery (#56), in-translation (#52)",to-read,,,,0,0
13477047,"Η τριλογία της Μασσαλίας (Marseilles Trilogy, #1-3)",Jean-Claude Izzo,"Izzo, Jean-Claude","Ριχάρδος Σωμερίτης, Αλέξανδρος Εμμανουήλ","=""9604353217""","=""9789604353217""",0,4.32,Πόλις,Paperback,797,2011,2004,,2020/12/29,"to-read, mystery, in-translation","to-read (#251), mystery (#57), in-translation (#51)",to-read,,,,0,0
53373867,The Red Locked Room,Tetsuya Ayukawa,"Ayukawa, Tetsuya",Ho-Ling Wong,"=""""","=""9798635405000""",0,3.53,Locked Room International,Paperback,217,2020,2020,,2021/05/05,"short-stories-single-author, mystery, dnf-because-no, in-translation","short-stories-single-author (#86), mystery (#64), dnf-because-no (#24), in-translation (#50)",dnf-because-no,,,,0,0
25561888,"The Decagon House Murders (House Murders, #1)",Yukito Ayatsuji,"Ayatsuji, Yukito","Ho-Ling Wong, Sōji Shimada","=""1508503737""","=""9781508503736""",0,3.83,Locked Room International,Paperback,228,2015,1987,,2022/03/08,"to-read, mystery, in-translation","to-read (#341), mystery (#112), in-translation (#49)",to-read,,,,0,0
35713556,Valley of Terror,Zhou Haohui,"Haohui, Zhou",Bonnie Huie,"=""""","=""""",2,3.59,Amazon Digital Services LLC,Kindle Edition,406,2017,2015,2022/05/03,2022/04/13,"mystery, in-translation","mystery (#77), in-translation (#48)",read,,,,1,0
2526,Blindness,José Saramago,"Saramago, José",Giovanni Pontiero,"=""""","=""""",4,4.16,Houghton Mifflin Harcourt Publishing Company,Paperback,326,1999,1995,,2017/08/17,"inaccurate-youthful-ratings, science-fiction, in-translation","inaccurate-youthful-ratings (#53), science-fiction (#79), in-translation (#47)",read,,,,1,0
47667,Seeing,José Saramago,"Saramago, José","Margaret Jull Costa, کیومرث پارسایی","=""""","=""""",0,3.84,Harvest Books,Paperback,307,2007,2004,,2017/08/18,"to-read, science-fiction, in-translation","to-read (#22), science-fiction (#80), in-translation (#46)",to-read,,,,0,0
32968562,The Dying Game,Åsa Avdic,"Avdic, Åsa",Rachel Willson-Broyles,"=""0143131796""","=""9780143131793""",3,3.26,Penguin Group,Paperback,288,2017,2016,2022/10/10,2022/07/15,"mystery, science-fiction, thriller, in-translation","mystery (#224), science-fiction (#218), thriller (#68), in-translation (#38)",read,"I think this worked well as a thriller because it was easy to read and was competent at creating and sustaining tension, always keeping you on your toes a bit.<br/><br/>I've marked it as ""sci-fi"" because it's set in the future but the worldbuilding doesn't really seem important at all, it felt more like a way of covering plot holes. Which is totally fine, just don't go into it expecting anything science fiction-y. And on that note, while it had sort-of-but-not-quite <i>And Then There Were None</i> vibes, it is in NO way a locked-room mystery and I genuinely don't understand why it's been advertised as such.",,,1,0
343,Perfume: The Story of a Murderer,Patrick Süskind,"Süskind, Patrick",John E. Woods,"=""0140120831""","=""9780140120837""",4,4.03,Penguin Books,Paperback,263,1987,1985,,2017/08/17,"historical-fiction, inaccurate-youthful-ratings, in-translation","historical-fiction (#18), inaccurate-youthful-ratings (#47), in-translation (#37)",read,,,,1,0
153496,Leo Africanus,Amin Maalouf,"Maalouf, Amin",,"=""1561310220""","=""9781561310227""",0,4.2,New Amsterdam Books,Paperback,360,1998,1986,,2017/08/18,"to-read, historical-fiction, in-translation","to-read (#27), historical-fiction (#3), in-translation (#36)",to-read,,,,0,0
28859,The Gospel According to Jesus Christ,José Saramago,"Saramago, José",Giovanni Pontiero,"=""186046095X""","=""9781860460951""",0,4.31,Harvill Press,Paperback,341,1999,1991,,2019/02/12,"historical-fiction, to-read, in-translation","historical-fiction (#11), to-read (#64), in-translation (#35)",to-read,,,,0,0
13419553,Rashōmon and Seventeen Other Stories,Ryūnosuke Akutagawa,"Akutagawa, Ryūnosuke","Jay Rubin, Haruki Murakami","=""0140449701""","=""9780140449709""",0,4.14,Penguin,Paperback,320,2006,1927,,2019/06/05,"to-read, short-stories-single-author, historical-fiction, in-translation","to-read (#75), short-stories-single-author (#53), historical-fiction (#20), in-translation (#34)",to-read,,,,0,0
18114111,The Corpse Exhibition and Other Stories of Iraq,Hassan Blasim,"Blasim, Hassan",Jonathan Wright,"=""0143123262""","=""9780143123262""",0,3.82,Penguin Books,Paperback,196,2014,2014,,2020/10/04,"to-read, historical-fiction, short-stories-single-author, in-translation","to-read (#218), historical-fiction (#15), short-stories-single-author (#79), in-translation (#33)",to-read,,,,0,0
26114,The Joke,Milan Kundera,"Kundera, Milan",,"=""""","=""""",4,4.02,Faber and Faber,Paperback,371,1992,1967,,2015/09/03,"historical-fiction, inaccurate-youthful-ratings, in-translation","historical-fiction (#17), inaccurate-youthful-ratings (#21), in-translation (#32)",read,,,,1,0
528762,Demian,Hermann Hesse,"Hesse, Hermann",,"=""0060931914""","=""9780060931919""",3,4.14,Harper Perennial Modern Classics,Paperback,166,1999,1919,,2023/01/11,"general-fiction, in-translation, inaccurate-youthful-ratings","general-fiction (#57), in-translation (#31), inaccurate-youthful-ratings (#91)",read,,,,1,0
52036,Siddhartha,Hermann Hesse,"Hesse, Hermann","Hilda Rosner, Zigmantas Ardickas","=""""","=""""",3,4.06,Bantam Books,Mass Market Paperback,152,1981,1922,,2017/08/17,"general-fiction, inaccurate-youthful-ratings, in-translation","general-fiction (#34), inaccurate-youthful-ratings (#60), in-translation (#30)",read,,,,1,0
49552,The Stranger,Albert Camus,"Camus, Albert",Matthew  Ward,"=""""","=""""",3,4.01,Vintage International,Paperback,159,1989,1942,,2017/08/17,"general-fiction, inaccurate-youthful-ratings, in-translation","general-fiction (#44), inaccurate-youthful-ratings (#55), in-translation (#29)",read,,,,1,0
16631,Steppenwolf,Hermann Hesse,"Hesse, Hermann",Basil Creighton,"=""0140282580""","=""9780140282580""",5,4.13,Penguin,Paperback,256,1999,1927,,2017/08/17,"general-fiction, inaccurate-youthful-ratings, in-translation","general-fiction (#35), inaccurate-youthful-ratings (#4), in-translation (#28)",read,,,,1,0
1431,Veronika Decides to Die,Paulo Coelho,"Coelho, Paulo",Margaret Jull Costa,"=""0061124265""","=""9780061124266""",2,3.72,Harper Perennial,Paperback,210,2006,1998,,2017/08/17,"general-fiction, inaccurate-youthful-ratings, in-translation","general-fiction (#19), inaccurate-youthful-ratings (#54), in-translation (#27)",read,,,,1,0
2967752,The Elegance of the Hedgehog,Muriel Barbery,"Barbery, Muriel",Alison Anderson,"=""1933372605""","=""9781933372600""",5,3.79,Europa Editions,Paperback,325,2008,2006,,2017/08/17,"general-fiction, inaccurate-youthful-ratings, in-translation","general-fiction (#18), inaccurate-youthful-ratings (#22), in-translation (#26)",read,,,,1,0
5954,Narcissus and Goldmund,Hermann Hesse,"Hesse, Hermann",Ursule Molinaro,"=""0374506841""","=""9780374506841""",5,4.21,"The Noonday Press / Farrar, Straus Giroux",Paperback,320,1997,1930,,2017/08/17,"general-fiction, inaccurate-youthful-ratings, in-translation","general-fiction (#36), inaccurate-youthful-ratings (#12), in-translation (#25)",read,,,,1,0
10959,Sophie's World,Jostein Gaarder,"Gaarder, Jostein",Paulette Møller,"=""1857993284""","=""9781857993288""",4,3.96,Phoenix,Paperback,403,1995,1991,,2017/08/17,"inaccurate-youthful-ratings, general-fiction, young-adult, in-translation","inaccurate-youthful-ratings (#85), general-fiction (#48), young-adult (#25), in-translation (#24)",read,,,,1,0
2899,The Pigeon,Patrick Suskind,"Suskind, Patrick",,"=""0140105832""","=""9780140105834""",4,3.71,Penguin,Paperback,77,1989,1987,2017/09/17,2017/08/17,"general-fiction, in-translation","general-fiction (#38), in-translation (#23)",read,,,,1,0
9126850,Θα φτύσω στους τάφους σας,Boris Vian,"Vian, Boris","Μπορίς Βιάν, Γιάννης Καυκιάς","=""""","=""9789606760242""",3,3.6,Τόπος,Paperback,180,2007,1946,2017/01/01,2017/08/18,"general-fiction, inaccurate-youthful-ratings, in-translation","general-fiction (#39), inaccurate-youthful-ratings (#74), in-translation (#22)",read,,,,1,0
3181564,The Housekeeper and the Professor,Yōko Ogawa,"Ogawa, Yōko",Stephen Snyder,"=""0312427808""","=""9780312427801""",3,4.05,Picador,Paperback,180,2009,2003,2017/01/01,2017/08/18,"general-fiction, in-translation","general-fiction (#15), in-translation (#21)",read,,,,1,0
